Node,Date,Time,GPU,Temperature,Utilization
node1,20230517,03,GPU0,71,82
node1,20230517,03,GPU1,69,2
node1,20230517,03,GPU2,81,73
node1,20230517,03,GPU3,75,10
node1,20230517,03,GPU4,85,79
node1,20230517,03,GPU5,34,0
node1,20230517,03,GPU6,83,98
node1,20230517,03,GPU7,39,0
node1,20230517,04,GPU0,80,81
node1,20230517,04,GPU1,80,80
node1,20230517,04,GPU2,81,82
node1,20230517,04,GPU3,87,81
node1,20230517,04,GPU4,86,97
node1,20230517,04,GPU5,35,0
node1,20230517,04,GPU6,85,98
node1,20230517,04,GPU7,38,0
node1,20230517,05,GPU0,76,84
node1,20230517,05,GPU1,78,76
node1,20230517,05,GPU2,80,79
node1,20230517,05,GPU3,83,85
node1,20230517,05,GPU4,84,97
node1,20230517,05,GPU5,34,0
node1,20230517,05,GPU6,84,98
node1,20230517,05,GPU7,38,0
node1,20230517,06,GPU0,77,83
node1,20230517,06,GPU1,75,76
node1,20230517,06,GPU2,78,78
node1,20230517,06,GPU3,84,81
node1,20230517,06,GPU4,83,97
node1,20230517,06,GPU5,81,98
node1,20230517,06,GPU6,83,69
node1,20230517,06,GPU7,38,0
node1,20230517,07,GPU0,68,30
node1,20230517,07,GPU1,76,73
node1,20230517,07,GPU2,77,79
node1,20230517,07,GPU3,84,78
node1,20230517,07,GPU4,34,0
node1,20230517,07,GPU5,80,98
node1,20230517,07,GPU6,84,98
node1,20230517,07,GPU7,84,97
node1,20230517,08,GPU0,80,86
node1,20230517,08,GPU1,78,81
node1,20230517,08,GPU2,79,79
node1,20230517,08,GPU3,86,79
node1,20230517,08,GPU4,84,98
node1,20230517,08,GPU5,83,99
node1,20230517,08,GPU6,36,0
node1,20230517,08,GPU7,86,98
node1,20230517,09,GPU0,77,86
node1,20230517,09,GPU1,75,76
node1,20230517,09,GPU2,75,80
node1,20230517,09,GPU3,82,79
node1,20230517,09,GPU4,81,98
node1,20230517,09,GPU5,79,98
node1,20230517,09,GPU6,36,0
node1,20230517,09,GPU7,83,98
node1,20230517,10,GPU0,78,86
node1,20230517,10,GPU1,76,76
node1,20230517,10,GPU2,77,78
node1,20230517,10,GPU3,83,78
node1,20230517,10,GPU4,82,98
node1,20230517,10,GPU5,80,98
node1,20230517,10,GPU6,36,0
node1,20230517,10,GPU7,84,97
node1,20230517,11,GPU0,78,87
node1,20230517,11,GPU1,77,76
node1,20230517,11,GPU2,77,83
node1,20230517,11,GPU3,83,78
node1,20230517,11,GPU4,82,98
node1,20230517,11,GPU5,81,83
node1,20230517,11,GPU6,84,97
node1,20230517,11,GPU7,86,97
node1,20230517,12,GPU0,78,89
node1,20230517,12,GPU1,76,75
node1,20230517,12,GPU2,76,79
node1,20230517,12,GPU3,82,78
node1,20230517,12,GPU4,82,98
node1,20230517,12,GPU5,81,77
node1,20230517,12,GPU6,84,97
node1,20230517,12,GPU7,86,97
node1,20230517,13,GPU0,80,86
node1,20230517,13,GPU1,77,76
node1,20230517,13,GPU2,77,72
node1,20230517,13,GPU3,84,79
node1,20230517,13,GPU4,81,98
node1,20230517,13,GPU5,82,98
node1,20230517,13,GPU6,84,97
node1,20230517,13,GPU7,86,97
node1,20230517,14,GPU0,78,83
node1,20230517,14,GPU1,77,81
node1,20230517,14,GPU2,76,78
node1,20230517,14,GPU3,83,79
node1,20230517,14,GPU4,82,98
node1,20230517,14,GPU5,81,99
node1,20230517,14,GPU6,84,97
node1,20230517,14,GPU7,84,98
node1,20230517,15,GPU0,78,90
node1,20230517,15,GPU1,76,78
node1,20230517,15,GPU2,77,79
node1,20230517,15,GPU3,83,79
node1,20230517,15,GPU4,82,98
node1,20230517,15,GPU5,81,98
node1,20230517,15,GPU6,84,98
node1,20230517,15,GPU7,86,98
node1,20230517,16,GPU0,78,86
node1,20230517,16,GPU1,76,76
node1,20230517,16,GPU2,77,78
node1,20230517,16,GPU3,84,78
node1,20230517,16,GPU4,82,98
node1,20230517,16,GPU5,81,98
node1,20230517,16,GPU6,85,98
node1,20230517,16,GPU7,86,87
node1,20230517,17,GPU0,79,89
node1,20230517,17,GPU1,77,77
node1,20230517,17,GPU2,78,75
node1,20230517,17,GPU3,84,79
node1,20230517,17,GPU4,81,98
node1,20230517,17,GPU5,82,98
node1,20230517,17,GPU6,85,98
node1,20230517,17,GPU7,87,98
node1,20230517,18,GPU0,79,88
node1,20230517,18,GPU1,76,71
node1,20230517,18,GPU2,79,81
node1,20230517,18,GPU3,68,9
node1,20230517,18,GPU4,82,98
node1,20230517,18,GPU5,82,98
node1,20230517,18,GPU6,85,97
node1,20230517,18,GPU7,87,97
node1,20230517,19,GPU0,79,89
node1,20230517,19,GPU1,77,72
node1,20230517,19,GPU2,79,79
node1,20230517,19,GPU3,83,85
node1,20230517,19,GPU4,83,98
node1,20230517,19,GPU5,82,98
node1,20230517,19,GPU6,85,97
node1,20230517,19,GPU7,85,98
node1,20230517,20,GPU0,79,88
node1,20230517,20,GPU1,76,75
node1,20230517,20,GPU2,77,75
node1,20230517,20,GPU3,84,79
node1,20230517,20,GPU4,82,98
node1,20230517,20,GPU5,81,98
node1,20230517,20,GPU6,84,97
node1,20230517,20,GPU7,84,98
node1,20230517,21,GPU0,79,88
node1,20230517,21,GPU1,74,70
node1,20230517,21,GPU2,77,73
node1,20230517,21,GPU3,82,88
node1,20230517,21,GPU4,82,98
node1,20230517,21,GPU5,81,98
node1,20230517,21,GPU6,84,97
node1,20230517,21,GPU7,85,66
node1,20230517,22,GPU0,78,87
node1,20230517,22,GPU1,76,78
node1,20230517,22,GPU2,76,73
node1,20230517,22,GPU3,83,79
node1,20230517,22,GPU4,82,98
node1,20230517,22,GPU5,81,98
node1,20230517,22,GPU6,84,97
node1,20230517,22,GPU7,85,67
node1,20230517,23,GPU0,78,88
node1,20230517,23,GPU1,75,80
node1,20230517,23,GPU2,76,31
node1,20230517,23,GPU3,84,80
node1,20230517,23,GPU4,82,98
node1,20230517,23,GPU5,80,98
node1,20230517,23,GPU6,37,0
node1,20230517,23,GPU7,83,70
node1,20230518,00,GPU0,79,88
node1,20230518,00,GPU1,77,73
node1,20230518,00,GPU2,77,52
node1,20230518,00,GPU3,77,0
node1,20230518,00,GPU4,83,62
node1,20230518,00,GPU5,34,0
node1,20230518,00,GPU6,35,0
node1,20230518,00,GPU7,84,98
node1,20230518,01,GPU0,79,88
node1,20230518,01,GPU1,76,75
node1,20230518,01,GPU2,76,78
node1,20230518,01,GPU3,84,80
node1,20230518,01,GPU4,82,98
node1,20230518,01,GPU5,34,0
node1,20230518,01,GPU6,36,0
node1,20230518,01,GPU7,84,98
node1,20230518,02,GPU0,80,91
node1,20230518,02,GPU1,78,83
node1,20230518,02,GPU2,78,77
node1,20230518,02,GPU3,85,84
node1,20230518,02,GPU4,33,0
node1,20230518,02,GPU5,32,0
node1,20230518,02,GPU6,35,0
node1,20230518,02,GPU7,85,99
node1,20230518,03,GPU0,80,88
node1,20230518,03,GPU1,80,80
node1,20230518,03,GPU2,80,75
node1,20230518,03,GPU3,85,82
node1,20230518,03,GPU4,33,0
node1,20230518,03,GPU5,32,0
node1,20230518,03,GPU6,34,0
node1,20230518,03,GPU7,86,98
node1,20230518,04,GPU0,79,92
node1,20230518,04,GPU1,79,67
node1,20230518,04,GPU2,77,59
node1,20230518,04,GPU3,33,0
node1,20230518,04,GPU4,31,0
node1,20230518,04,GPU5,31,0
node1,20230518,04,GPU6,34,0
node1,20230518,04,GPU7,85,85
node1,20230518,05,GPU0,83,87
node1,20230518,05,GPU1,82,74
node1,20230518,05,GPU2,80,73
node1,20230518,05,GPU3,33,0
node1,20230518,05,GPU4,31,0
node1,20230518,05,GPU5,31,0
node1,20230518,05,GPU6,34,1
node1,20230518,05,GPU7,86,68
node1,20230518,06,GPU0,83,88
node1,20230518,06,GPU1,82,74
node1,20230518,06,GPU2,80,74
node1,20230518,06,GPU3,33,0
node1,20230518,06,GPU4,30,0
node1,20230518,06,GPU5,30,0
node1,20230518,06,GPU6,33,0
node1,20230518,06,GPU7,84,98
node1,20230518,07,GPU0,83,87
node1,20230518,07,GPU1,83,73
node1,20230518,07,GPU2,81,74
node1,20230518,07,GPU3,52,12
node1,20230518,07,GPU4,30,0
node1,20230518,07,GPU5,31,0
node1,20230518,07,GPU6,33,0
node1,20230518,07,GPU7,86,69
node1,20230518,08,GPU0,80,87
node1,20230518,08,GPU1,78,73
node1,20230518,08,GPU2,80,74
node1,20230518,08,GPU3,84,81
node1,20230518,08,GPU4,33,0
node1,20230518,08,GPU5,32,0
node1,20230518,08,GPU6,34,0
node1,20230518,08,GPU7,85,98
node1,20230518,09,GPU0,80,86
node1,20230518,09,GPU1,79,78
node1,20230518,09,GPU2,79,74
node1,20230518,09,GPU3,84,70
node1,20230518,09,GPU4,34,0
node1,20230518,09,GPU5,33,0
node1,20230518,09,GPU6,36,0
node1,20230518,09,GPU7,84,98
node1,20230518,10,GPU0,82,86
node1,20230518,10,GPU1,80,74
node1,20230518,10,GPU2,79,75
node1,20230518,10,GPU3,84,59
node1,20230518,10,GPU4,32,0
node1,20230518,10,GPU5,31,0
node1,20230518,10,GPU6,33,0
node1,20230518,10,GPU7,84,98
node1,20230518,11,GPU0,80,87
node1,20230518,11,GPU1,77,74
node1,20230518,11,GPU2,76,44
node1,20230518,11,GPU3,80,67
node1,20230518,11,GPU4,33,0
node1,20230518,11,GPU5,32,0
node1,20230518,11,GPU6,35,0
node1,20230518,11,GPU7,83,70
node1,20230518,12,GPU0,82,87
node1,20230518,12,GPU1,80,63
node1,20230518,12,GPU2,78,64
node1,20230518,12,GPU3,62,11
node1,20230518,12,GPU4,32,0
node1,20230518,12,GPU5,31,0
node1,20230518,12,GPU6,33,0
node1,20230518,12,GPU7,85,96
node1,20230518,13,GPU0,83,86
node1,20230518,13,GPU1,81,75
node1,20230518,13,GPU2,81,74
node1,20230518,13,GPU3,83,69
node1,20230518,13,GPU4,33,0
node1,20230518,13,GPU5,32,0
node1,20230518,13,GPU6,34,0
node1,20230518,13,GPU7,85,81
node1,20230518,14,GPU0,80,91
node1,20230518,14,GPU1,76,30
node1,20230518,14,GPU2,78,75
node1,20230518,14,GPU3,70,12
node1,20230518,14,GPU4,84,97
node1,20230518,14,GPU5,81,84
node1,20230518,14,GPU6,85,82
node1,20230518,14,GPU7,85,98
node1,20230518,15,GPU0,77,85
node1,20230518,15,GPU1,77,74
node1,20230518,15,GPU2,77,76
node1,20230518,15,GPU3,86,97
node1,20230518,15,GPU4,83,98
node1,20230518,15,GPU5,81,97
node1,20230518,15,GPU6,84,97
node1,20230518,15,GPU7,84,98
node1,20230518,16,GPU0,76,84
node1,20230518,16,GPU1,78,83
node1,20230518,16,GPU2,77,76
node1,20230518,16,GPU3,85,97
node1,20230518,16,GPU4,81,98
node1,20230518,16,GPU5,80,97
node1,20230518,16,GPU6,83,97
node1,20230518,16,GPU7,83,87
node1,20230518,17,GPU0,78,84
node1,20230518,17,GPU1,79,97
node1,20230518,17,GPU2,77,74
node1,20230518,17,GPU3,85,97
node1,20230518,17,GPU4,80,98
node1,20230518,17,GPU5,79,97
node1,20230518,17,GPU6,82,97
node1,20230518,17,GPU7,83,95
node1,20230518,18,GPU0,79,83
node1,20230518,18,GPU1,80,97
node1,20230518,18,GPU2,79,77
node1,20230518,18,GPU3,87,97
node1,20230518,18,GPU4,83,98
node1,20230518,18,GPU5,81,97
node1,20230518,18,GPU6,84,90
node1,20230518,18,GPU7,84,67
node1,20230518,19,GPU0,78,85
node1,20230518,19,GPU1,79,97
node1,20230518,19,GPU2,75,71
node1,20230518,19,GPU3,87,97
node1,20230518,19,GPU4,83,98
node1,20230518,19,GPU5,82,97
node1,20230518,19,GPU6,84,97
node1,20230518,19,GPU7,85,98
node1,20230518,20,GPU0,79,86
node1,20230518,20,GPU1,81,97
node1,20230518,20,GPU2,79,41
node1,20230518,20,GPU3,87,97
node1,20230518,20,GPU4,84,98
node1,20230518,20,GPU5,83,98
node1,20230518,20,GPU6,86,97
node1,20230518,20,GPU7,86,98
node1,20230518,21,GPU0,80,84
node1,20230518,21,GPU1,81,80
node1,20230518,21,GPU2,79,70
node1,20230518,21,GPU3,87,97
node1,20230518,21,GPU4,76,81
node1,20230518,21,GPU5,54,0
node1,20230518,21,GPU6,85,97
node1,20230518,21,GPU7,86,98
node1,20230518,22,GPU0,79,87
node1,20230518,22,GPU1,79,96
node1,20230518,22,GPU2,77,76
node1,20230518,22,GPU3,86,96
node1,20230518,22,GPU4,77,69
node1,20230518,22,GPU5,76,58
node1,20230518,22,GPU6,83,85
node1,20230518,22,GPU7,83,97
node1,20230518,23,GPU0,80,87
node1,20230518,23,GPU1,80,97
node1,20230518,23,GPU2,78,74
node1,20230518,23,GPU3,86,96
node1,20230518,23,GPU4,76,80
node1,20230518,23,GPU5,75,68
node1,20230518,23,GPU6,83,78
node1,20230518,23,GPU7,84,97
node1,20230519,00,GPU0,79,86
node1,20230519,00,GPU1,80,97
node1,20230519,00,GPU2,77,71
node1,20230519,00,GPU3,86,96
node1,20230519,00,GPU4,75,79
node1,20230519,00,GPU5,75,60
node1,20230519,00,GPU6,84,96
node1,20230519,00,GPU7,84,59
node1,20230519,01,GPU0,78,87
node1,20230519,01,GPU1,80,97
node1,20230519,01,GPU2,78,74
node1,20230519,01,GPU3,86,96
node1,20230519,01,GPU4,77,58
node1,20230519,01,GPU5,76,60
node1,20230519,01,GPU6,83,96
node1,20230519,01,GPU7,83,82
node1,20230519,02,GPU0,79,83
node1,20230519,02,GPU1,81,97
node1,20230519,02,GPU2,79,77
node1,20230519,02,GPU3,87,96
node1,20230519,02,GPU4,80,60
node1,20230519,02,GPU5,83,94
node1,20230519,02,GPU6,86,97
node1,20230519,02,GPU7,87,97
node1,20230519,03,GPU0,77,87
node1,20230519,03,GPU1,79,97
node1,20230519,03,GPU2,77,75
node1,20230519,03,GPU3,85,97
node1,20230519,03,GPU4,76,81
node1,20230519,03,GPU5,79,90
node1,20230519,03,GPU6,83,98
node1,20230519,03,GPU7,84,98
node1,20230519,04,GPU0,78,87
node1,20230519,04,GPU1,80,97
node1,20230519,04,GPU2,78,73
node1,20230519,04,GPU3,85,96
node1,20230519,04,GPU4,78,78
node1,20230519,04,GPU5,79,89
node1,20230519,04,GPU6,82,98
node1,20230519,04,GPU7,82,64
node1,20230519,05,GPU0,77,84
node1,20230519,05,GPU1,79,97
node1,20230519,05,GPU2,76,37
node1,20230519,05,GPU3,85,80
node1,20230519,05,GPU4,78,85
node1,20230519,05,GPU5,79,94
node1,20230519,05,GPU6,82,98
node1,20230519,05,GPU7,83,64
node1,20230519,06,GPU0,76,83
node1,20230519,06,GPU1,78,94
node1,20230519,06,GPU2,75,74
node1,20230519,06,GPU3,85,96
node1,20230519,06,GPU4,61,12
node1,20230519,06,GPU5,78,95
node1,20230519,06,GPU6,82,98
node1,20230519,06,GPU7,83,65
node1,20230519,07,GPU0,76,84
node1,20230519,07,GPU1,78,97
node1,20230519,07,GPU2,76,77
node1,20230519,07,GPU3,85,97
node1,20230519,07,GPU4,71,70
node1,20230519,07,GPU5,79,89
node1,20230519,07,GPU6,83,98
node1,20230519,07,GPU7,84,98
node1,20230519,08,GPU0,77,84
node1,20230519,08,GPU1,78,86
node1,20230519,08,GPU2,76,75
node1,20230519,08,GPU3,85,97
node1,20230519,08,GPU4,78,86
node1,20230519,08,GPU5,80,90
node1,20230519,08,GPU6,84,98
node1,20230519,08,GPU7,85,98
node1,20230519,09,GPU0,78,84
node1,20230519,09,GPU1,79,97
node1,20230519,09,GPU2,77,71
node1,20230519,09,GPU3,86,97
node1,20230519,09,GPU4,80,78
node1,20230519,09,GPU5,81,93
node1,20230519,09,GPU6,85,97
node1,20230519,09,GPU7,85,91
node1,20230519,10,GPU0,78,84
node1,20230519,10,GPU1,80,79
node1,20230519,10,GPU2,78,35
node1,20230519,10,GPU3,86,97
node1,20230519,10,GPU4,80,78
node1,20230519,10,GPU5,82,90
node1,20230519,10,GPU6,85,98
node1,20230519,10,GPU7,85,98
node1,20230519,11,GPU0,79,91
node1,20230519,11,GPU1,81,96
node1,20230519,11,GPU2,80,75
node1,20230519,11,GPU3,86,97
node1,20230519,11,GPU4,79,82
node1,20230519,11,GPU5,78,52
node1,20230519,11,GPU6,84,98
node1,20230519,11,GPU7,86,65
node1,20230519,12,GPU0,78,89
node1,20230519,12,GPU1,36,0
node1,20230519,12,GPU2,76,74
node1,20230519,12,GPU3,34,0
node1,20230519,12,GPU4,76,78
node1,20230519,12,GPU5,75,64
node1,20230519,12,GPU6,80,98
node1,20230519,12,GPU7,83,98
node1,20230519,13,GPU0,82,86
node1,20230519,13,GPU1,78,53
node1,20230519,13,GPU2,80,74
node1,20230519,13,GPU3,35,0
node1,20230519,13,GPU4,80,77
node1,20230519,13,GPU5,35,0
node1,20230519,13,GPU6,35,0
node1,20230519,13,GPU7,85,84
node1,20230519,14,GPU0,80,91
node1,20230519,14,GPU1,76,62
node1,20230519,14,GPU2,77,76
node1,20230519,14,GPU3,34,0
node1,20230519,14,GPU4,78,79
node1,20230519,14,GPU5,34,0
node1,20230519,14,GPU6,36,0
node1,20230519,14,GPU7,82,67
node1,20230519,15,GPU0,81,86
node1,20230519,15,GPU1,78,51
node1,20230519,15,GPU2,79,38
node1,20230519,15,GPU3,34,0
node1,20230519,15,GPU4,58,10
node1,20230519,15,GPU5,33,0
node1,20230519,15,GPU6,34,0
node1,20230519,15,GPU7,83,98
node1,20230519,16,GPU0,77,83
node1,20230519,16,GPU1,74,81
node1,20230519,16,GPU2,76,74
node1,20230519,16,GPU3,34,0
node1,20230519,16,GPU4,71,68
node1,20230519,16,GPU5,35,0
node1,20230519,16,GPU6,36,0
node1,20230519,16,GPU7,83,98
node1,20230519,17,GPU0,78,87
node1,20230519,17,GPU1,74,75
node1,20230519,17,GPU2,77,75
node1,20230519,17,GPU3,85,98
node1,20230519,17,GPU4,78,77
node1,20230519,17,GPU5,81,98
node1,20230519,17,GPU6,83,85
node1,20230519,17,GPU7,84,98
node1,20230519,18,GPU0,78,87
node1,20230519,18,GPU1,76,79
node1,20230519,18,GPU2,76,54
node1,20230519,18,GPU3,86,97
node1,20230519,18,GPU4,79,78
node1,20230519,18,GPU5,81,98
node1,20230519,18,GPU6,81,98
node1,20230519,18,GPU7,85,70
node1,20230519,19,GPU0,79,87
node1,20230519,19,GPU1,74,82
node1,20230519,19,GPU2,77,76
node1,20230519,19,GPU3,86,97
node1,20230519,19,GPU4,76,56
node1,20230519,19,GPU5,81,97
node1,20230519,19,GPU6,84,98
node1,20230519,19,GPU7,85,98
node1,20230519,20,GPU0,78,87
node1,20230519,20,GPU1,71,73
node1,20230519,20,GPU2,76,76
node1,20230519,20,GPU3,85,97
node1,20230519,20,GPU4,78,61
node1,20230519,20,GPU5,81,80
node1,20230519,20,GPU6,84,98
node1,20230519,20,GPU7,86,89
node1,20230519,21,GPU0,79,89
node1,20230519,21,GPU1,76,84
node1,20230519,21,GPU2,78,77
node1,20230519,21,GPU3,86,98
node1,20230519,21,GPU4,57,19
node1,20230519,21,GPU5,82,84
node1,20230519,21,GPU6,86,98
node1,20230519,21,GPU7,86,98
node1,20230519,22,GPU0,79,88
node1,20230519,22,GPU1,76,84
node1,20230519,22,GPU2,78,75
node1,20230519,22,GPU3,86,98
node1,20230519,22,GPU4,56,15
node1,20230519,22,GPU5,82,92
node1,20230519,22,GPU6,86,98
node1,20230519,22,GPU7,86,98
node1,20230519,23,GPU0,79,87
node1,20230519,23,GPU1,74,81
node1,20230519,23,GPU2,77,76
node1,20230519,23,GPU3,86,98
node1,20230519,23,GPU4,56,13
node1,20230519,23,GPU5,82,98
node1,20230519,23,GPU6,85,98
node1,20230519,23,GPU7,86,98
node1,20230520,00,GPU0,78,88
node1,20230520,00,GPU1,77,81
node1,20230520,00,GPU2,77,78
node1,20230520,00,GPU3,86,98
node1,20230520,00,GPU4,56,17
node1,20230520,00,GPU5,82,98
node1,20230520,00,GPU6,85,98
